CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;21;3;22;12;4;250;26
01:00;15;2;21;11;1;230;16
02:00;14;3;26;16;2;280;17
03:00;9;2;13;6;1;220;10
04:00;9;1;7;3;0;170;10
05:00;6;1;10;3;0;170;7
06:00;30;2;11;4;12;370;49
07:00;36;5;23;12;18;390;65
08:00;33;7;25;13;20;460;64
09:00;27;8;22;10;15;380;48
10:00;20;10;14;5;9;310;35
11:00;23;10;12;3;9;280;37
12:00;23;8;10;3;8;250;35
13:00;20;7;10;3;6;190;29
14:00;22;5;8;3;7;190;33
15:00;26;4;8;3;9;280;41
16:00;20;5;8;3;6;;30
17:00;18;5;5;3;5;210;26
18:00;25;6;7;3;8;200;37
19:00;24;5;15;4;5;170;30
20:00;30;3;19;8;6;320;38
21:00;35;4;18;8;9;320;49
22:00;28;3;18;9;6;280;38
23:00;29;2;21;11;6;310;40
