CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;14.8;49;13;127;103;31;1500;96
01:00;4.5;23;11;55;46;1;530;23
02:00;3.7;19;10;49;35;1;410;19
03:00;3.3;19;21;56;33;0;400;19
04:00;20.2;37;11;86;52;4;920;41
05:00;22.9;46;8;61;45;13;770;65
06:00;7.1;66;7;81;67;160;1460;309
07:00;9.4;79;9;98;81;322;2240;571
08:00;10.3;93;9;105;85;340;2820;611
09:00;20.8;97;14;128;89;302;2920;557
10:00;22;57;21;77;53;89;1030;193
11:00;4.4;19;20;27;21;7;440;29
12:00;2.8;25;17;26;20;9;540;38
13:00;2.3;27;18;22;16;12;480;43
14:00;1.4;31;12;21;17;9;480;44
15:00;1.4;39;6;27;21;12;540;57
16:00;2.6;41;8;36;29;9;570;55
17:00;2.8;49;12;56;43;12;650;65
18:00;5.2;47;13;87;67;3;730;52
19:00;9.3;49;17;109;70;5;810;57
20:00;20.3;48;16;128;77;20;1000;77
21:00;16.6;46;17;104;76;14;;66
22:00;7.8;41;15;115;78;8;980;53
23:00;11.2;53;15;123;97;26;1550;92
