CZAS;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;138;101;1160
01:00;265;203;3020
02:00;143;110;1380
03:00;88;67;760
04:00;71;51;620
05:00;88;59;800
06:00;63;48;540
07:00;42;32;480
08:00;56;41;570
09:00;69;47;
10:00;62;48;660
11:00;69;53;1100
12:00;64;48;770
13:00;88;58;790
14:00;72;49;750
15:00;67;46;820
16:00;66;47;700
17:00;77;56;710
18:00;99;73;830
19:00;103;77;940
20:00;101;73;910
21:00;108;73;960
22:00;112;76;880
23:00;125;86;970
