CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;17;9;68;46;1;450;18
01:00;16;24;53;37;1;550;18
02:00;20;23;60;38;1;630;21
03:00;22;18;74;45;1;;24
04:00;17;17;66;44;1;470;18
05:00;17;16;77;49;1;630;19
06:00;22;15;70;46;2;700;25
07:00;30;16;74;47;2;890;33
08:00;25;17;74;46;4;670;30
09:00;34;34;93;55;9;1090;48
10:00;20;32;60;37;5;670;28
11:00;22;36;69;42;7;770;32
12:00;18;31;48;28;5;640;26
13:00;21;32;59;32;5;510;28
14:00;18;26;47;26;4;320;23
15:00;15;21;32;18;2;330;18
16:00;15;19;37;21;2;340;17
17:00;14;14;47;27;1;330;16
18:00;27;16;68;37;1;540;29
19:00;29;10;138;51;2;390;31
20:00;54;7;194;86;18;760;82
21:00;60;8;220;132;44;1430;127
22:00;22;13;90;63;2;630;24
23:00;16;10;58;41;1;430;17
