CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;20;4;25;19;4;260;26
01:00;18;6;21;16;2;240;20
02:00;;;12;8;;230;
03:00;;;14;10;;230;
04:00;;;8;5;;210;
05:00;;;5;3;;160;
06:00;;;9;6;;290;
07:00;;;19;14;;320;
08:00;;;25;19;;420;
09:00;;;24;17;;470;
10:00;;;20;14;;400;
11:00;;;18;13;;240;
12:00;;;30;16;;260;
13:00;;;10;5;;220;
14:00;19;;12;3;5;270;26
15:00;24;6;17;7;11;260;40
16:00;32;4;14;9;15;290;54
17:00;26;7;19;9;10;230;41
18:00;;;17;6;;240;
19:00;;;13;6;;260;
20:00;39;5;16;11;8;380;50
21:00;41;6;23;16;9;380;55
22:00;38;5;34;27;8;380;50
23:00;29;5;31;24;7;360;39
