CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;47;3;70;42;9;770;61
01:00;35;2;60;40;7;800;45
02:00;13;3;17;13;1;420;14
03:00;8;3;8;5;0;350;8
04:00;7;2;3;3;0;320;7
05:00;11;2;3;3;1;310;12
06:00;32;2;8;5;8;500;43
07:00;45;3;11;6;16;570;69
08:00;63;5;16;12;27;690;103
09:00;51;6;18;11;19;560;79
10:00;43;44;21;11;15;460;66
11:00;30;39;14;6;9;410;42
12:00;35;48;17;8;10;360;49
13:00;23;16;12;6;6;320;30
14:00;25;25;11;5;6;320;33
15:00;31;31;10;5;7;340;41
16:00;14;6;9;4;1;270;15
17:00;13;3;7;3;1;280;14
18:00;11;3;7;3;1;280;12
19:00;16;3;9;3;1;270;16
20:00;18;4;17;10;1;320;19
21:00;23;4;19;12;1;360;24
22:00;22;4;23;15;1;400;23
23:00;21;4;29;16;2;440;23
