CZAS;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;15;107;73;770
01:00;20;101;77;700
02:00;3;4;4;220
03:00;3;4;4;220
04:00;3;4;4;220
05:00;2;5;4;230
06:00;1;9;4;250
07:00;2;12;5;330
08:00;2;12;5;330
09:00;2;18;8;340
10:00;3;20;11;300
11:00;4;22;13;290
12:00;5;20;9;270
13:00;4;13;5;250
14:00;3;15;5;250
15:00;4;20;10;270
16:00;3;15;6;280
17:00;3;16;6;290
18:00;3;12;4;270
19:00;3;28;11;320
20:00;5;45;20;470
21:00;10;55;35;540
22:00;8;57;35;560
23:00;12;82;54;750
