CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;19;1;25;11;4;300;24
01:00;15;1;41;19;2;430;19
02:00;16;1;79;48;13;800;36
03:00;;;75;45;;;
04:00;9;1;70;40;13;610;28
05:00;7;1;69;39;7;500;18
06:00;10;2;71;41;13;540;29
07:00;12;1;62;35;11;530;29
08:00;12;2;54;32;5;450;20
09:00;15;2;72;35;5;620;23
10:00;15;4;99;34;4;670;21
11:00;12;7;77;26;3;550;16
12:00;14;5;52;22;4;480;19
13:00;18;4;43;20;5;410;26
14:00;19;2;28;14;4;330;25
15:00;23;2;18;9;5;330;30
16:00;32;1;26;12;4;380;37
17:00;34;2;38;19;4;440;40
18:00;12;2;25;12;1;;13
19:00;8;1;19;9;1;180;9
20:00;20;1;23;10;1;330;22
21:00;9;1;18;9;2;230;12
22:00;7;1;15;7;2;240;9
23:00;18;1;19;8;3;290;21
