CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.4;22;5;34;30;6;440;30
01:00;0.4;16;5;36;33;3;400;21
02:00;0.4;3;2;11;10;0;280;3
03:00;0.7;2;1;10;9;0;270;2
04:00;0.4;2;2;8;8;0;270;3
05:00;0.4;6;2;11;10;2;280;7
06:00;0.4;25;2;13;11;15;400;47
07:00;0.4;34;2;12;11;27;520;75
08:00;0.4;38;2;11;10;31;500;85
09:00;0.4;35;1;9;8;31;450;83
10:00;0.4;31;1;10;9;23;460;65
11:00;;27;2;9;9;23;430;61
12:00;;29;3;9;9;22;450;63
13:00;0.4;;3;8;7;;450;
14:00;0.4;24;;8;8;23;480;59
15:00;0.4;21;3;10;8;22;500;55
16:00;0.4;25;3;14;11;24;550;61
17:00;0.4;29;5;19;14;25;580;65
18:00;0.4;30;5;21;15;21;550;61
19:00;0.4;32;5;22;18;22;570;64
20:00;0.4;31;5;26;23;19;520;60
21:00;0.4;30;5;29;25;16;500;54
22:00;0.4;28;4;29;26;14;490;48
23:00;0.4;28;4;29;25;15;510;51
