CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;6;34;5;120;66;17;1200;59
01:00;9.2;20;4;152;114;74;1780;133
02:00;10.9;22;5;165;119;59;1680;112
03:00;9.6;22;5;192;131;52;1770;102
04:00;8.1;24;4;128;96;26;1350;64
05:00;7.9;24;5;174;111;27;1320;66
06:00;6.7;29;5;161;102;23;1140;63
07:00;7.5;28;5;162;100;29;1200;72
08:00;7;27;5;157;107;40;1320;87
09:00;6.8;29;5;162;112;65;1360;128
10:00;6.8;31;5;149;110;51;1420;109
11:00;6;32;6;117;85;35;1130;85
12:00;5.5;32;11;110;74;32;1160;80
13:00;4.6;36;11;116;77;40;1840;96
14:00;2.8;29;8;89;60;19;970;59
15:00;2.9;26;6;77;59;6;1300;35
16:00;3;35;7;101;69;15;1520;57
17:00;3.5;38;6;79;57;9;790;51
18:00;3.6;39;6;81;58;11;790;56
19:00;4.4;31;5;77;58;7;790;41
20:00;4;32;6;100;71;10;870;46
21:00;3.7;31;6;89;63;9;860;45
22:00;4.2;29;5;88;64;11;1040;45
23:00;5.6;30;4;114;67;9;1150;43
