CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;9;28;12;70;54;4;680;33
01:00;1.4;32;15;48;37;5;550;38
02:00;2.5;35;16;50;38;4;550;40
03:00;2;32;15;38;28;4;420;36
04:00;1.4;29;15;47;35;3;520;34
05:00;1.6;29;20;52;39;4;530;33
06:00;2;34;20;55;39;8;570;45
07:00;2.1;43;15;70;43;50;940;119
08:00;2.5;43;10;72;45;81;1050;167
09:00;3;36;16;79;55;49;810;110
10:00;3;31;25;63;44;13;630;51
11:00;2.4;18;20;44;29;6;460;26
12:00;1.4;17;29;29;17;6;390;25
13:00;1;9;14;20;12;3;280;12
14:00;0.4;7;10;21;13;2;280;9
15:00;0.4;6;8;20;13;1;280;7
16:00;0.5;8;9;25;17;1;270;9
17:00;1;12;8;28;18;1;360;12
18:00;1;18;12;35;22;1;330;19
19:00;1.1;23;11;46;32;1;410;24
20:00;2;25;12;55;36;1;490;26
21:00;2.7;31;11;73;45;4;500;35
22:00;4;46;12;115;70;46;1180;116
23:00;11.4;41;10;102;70;14;;61
