CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;84;42;218;163;57;1800;171
01:00;36;;304;224;138;3210;247
02:00;30;6;308;232;85;3000;159
03:00;29;6;281;212;65;2830;128
04:00;26;5;263;200;54;2500;108
05:00;22;4;251;191;49;2450;95
06:00;29;6;213;164;84;2230;156
07:00;33;7;230;176;138;2460;243
08:00;39;9;217;165;177;2490;309
09:00;76;24;228;168;160;2520;320
10:00;89;34;243;169;94;2090;233
11:00;85;45;231;154;48;1640;158
12:00;51;46;122;77;16;530;74
13:00;63;59;110;68;19;260;91
14:00;53;44;118;73;16;440;77
15:00;66;41;102;60;19;320;94
16:00;66;36;101;60;20;410;96
17:00;98;39;133;72;37;710;154
18:00;112;25;211;91;148;1440;338
19:00;82;15;224;99;138;1520;292
20:00;71;9;329;153;181;1470;348
21:00;78;10;373;179;280;2550;506
22:00;77;20;280;185;171;2280;339
23:00;87;33;261;188;165;3240;339
