CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.7;32;3;53;40;8;460;44
01:00;1.7;25;3;51;39;3;410;31
02:00;8;34;2;124;101;16;910;60
03:00;6.8;34;3;115;95;7;800;44
04:00;6;34;3;120;99;15;820;57
05:00;6.8;24;2;132;103;29;900;68
06:00;6.8;15;2;137;105;18;810;42
07:00;6.8;13;2;126;99;49;910;88
08:00;7.7;11;2;116;89;49;900;86
09:00;5.3;25;2;108;84;57;1060;112
10:00;6.7;37;3;90;71;55;1160;120
11:00;4.6;30;3;60;46;20;750;60
12:00;1.9;25;4;49;36;14;590;46
13:00;1.7;18;2;36;26;8;390;31
14:00;0.8;17;4;30;19;8;330;29
15:00;0.7;15;6;21;13;6;300;23
16:00;0.7;17;3;17;10;5;260;25
17:00;0.7;24;2;24;15;6;370;33
18:00;1.1;43;3;31;20;10;490;59
19:00;1.7;63;3;35;23;18;660;91
20:00;1.7;78;4;48;31;30;780;124
21:00;2.6;67;3;44;30;22;;100
22:00;1.7;47;3;49;35;11;540;64
23:00;1.7;48;3;51;37;13;550;69
