CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;13.7;40;14;342;62;1990;135
01:00;9.6;34;16;191;8;1460;45
02:00;7.5;39;14;198;11;2030;54
03:00;14.9;35;13;258;10;1670;50
04:00;10;36;13;216;11;1690;52
05:00;11;30;12;174;6;1600;38
06:00;9.5;25;9;168;4;1170;31
07:00;4.4;32;10;98;8;1300;44
08:00;2.1;41;10;83;25;1080;79
09:00;2.1;34;15;83;17;1040;58
10:00;2.1;33;11;70;20;1040;63
11:00;4.3;29;10;126;15;880;53
12:00;2.6;32;12;139;26;850;71
13:00;3.4;37;17;181;30;1210;81
14:00;6.1;43;14;186;32;1260;91
15:00;8.5;46;16;203;31;1320;92
16:00;14.9;;;157;;;
17:00;4.2;49;10;132;38;1320;106
18:00;10.3;53;12;203;107;2500;216
19:00;24.6;44;14;224;41;1860;107
20:00;24.9;52;16;256;116;2990;229
21:00;22.5;44;15;351;123;2820;232
22:00;16.8;43;13;283;160;;287
23:00;11.4;39;11;282;123;2650;225
