CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;3.1;38;13;63;52;3;700;42
01:00;0.4;9;5;7;4;0;280;9
02:00;0.4;10;6;9;6;0;270;10
03:00;0.4;9;6;8;5;0;260;9
04:00;0.4;10;8;14;10;0;310;10
05:00;0.4;12;10;12;8;0;330;13
06:00;0.4;17;9;12;7;3;360;22
07:00;0.4;25;9;13;8;8;460;36
08:00;0.7;32;9;16;10;10;560;47
09:00;1.1;;;22;11;;;
10:00;1.1;;;26;11;;;
11:00;1.1;20;12;22;9;9;400;33
12:00;0.8;21;9;21;7;7;380;31
13:00;0.8;20;9;24;9;6;370;28
14:00;0.8;24;11;38;13;6;400;34
15:00;1.1;38;12;46;20;15;500;59
16:00;1.1;38;11;49;24;13;590;56
17:00;1.1;43;9;49;27;13;620;62
18:00;1.1;49;7;46;32;15;700;72
19:00;2.1;45;8;41;30;13;570;65
20:00;2.1;44;8;38;29;10;;58
21:00;2.1;47;8;42;34;8;680;59
22:00;2.1;46;10;46;37;10;770;61
23:00;2.6;41;13;57;45;6;920;50
