CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;25;2;20;10;3;370;29
01:00;17;2;29;16;2;320;20
02:00;34;2;45;27;46;670;105
03:00;39;2;43;26;23;480;74
04:00;20;2;22;13;2;270;23
05:00;11;1;12;4;1;270;12
06:00;11;1;15;7;1;260;11
07:00;21;2;21;13;2;270;23
08:00;35;2;21;14;11;430;50
09:00;22;1;24;15;6;250;29
10:00;13;2;19;10;4;170;19
11:00;20;10;15;4;7;320;29
12:00;24;10;14;4;6;250;32
13:00;26;21;12;4;6;270;34
14:00;21;11;9;4;5;;27
15:00;23;7;10;4;6;320;31
16:00;14;2;10;4;2;440;16
17:00;24;11;36;13;5;750;30
18:00;14;5;17;5;2;450;17
19:00;31;14;49;21;4;930;36
20:00;14;5;9;4;1;280;15
21:00;25;2;35;20;7;480;35
22:00;33;2;29;17;8;400;45
23:00;37;2;22;11;10;450;51
