CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1;22;4;34;7;320;33
01:00;1;18;3;34;4;320;24
02:00;0.4;12;3;24;2;220;14
03:00;0.4;13;4;17;2;220;17
04:00;0.4;24;3;17;3;210;28
05:00;0.4;27;5;17;4;250;31
06:00;0.4;31;4;20;13;260;50
07:00;0.8;34;11;20;19;470;62
08:00;1;30;9;20;14;460;52
09:00;1;25;8;25;16;380;49
10:00;0.7;24;22;25;15;520;47
11:00;0.9;22;28;25;14;;43
12:00;0.4;18;19;23;10;280;34
13:00;0.5;22;21;23;11;270;39
14:00;0.6;25;17;23;12;320;42
15:00;0.8;24;23;21;14;330;46
16:00;0.7;22;17;21;12;360;40
17:00;0.4;26;12;21;12;360;44
18:00;0.5;34;9;22;16;450;58
19:00;1;31;5;22;7;360;42
20:00;1;30;3;22;4;400;36
21:00;0.9;30;4;30;3;470;35
22:00;1.9;28;4;30;3;370;32
23:00;1;19;4;30;3;330;24
