CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.9;25;4;37;2;370;28
01:00;1;15;3;49;3;390;18
02:00;1.1;23;5;34;2;330;27
03:00;1.4;34;4;38;2;400;36
04:00;1.6;40;3;41;3;410;44
05:00;1.9;34;3;44;4;370;40
06:00;1;39;6;43;8;490;51
07:00;1.1;54;6;47;17;800;79
08:00;3;62;11;51;18;750;91
09:00;2.6;31;10;39;14;500;52
10:00;1.8;14;3;36;6;320;24
11:00;0.7;18;5;37;8;360;30
12:00;1;14;5;24;6;400;24
13:00;1;18;7;23;9;400;32
14:00;1;20;5;20;10;390;35
15:00;0.7;23;6;44;12;400;41
16:00;1;20;5;23;11;430;37
17:00;1;25;4;26;10;460;40
18:00;1;19;3;26;8;430;31
19:00;1;21;4;17;6;420;30
20:00;1;27;3;24;5;;35
21:00;1;25;2;39;4;460;31
22:00;1.1;22;3;46;4;430;28
23:00;2;32;4;23;5;460;40
