CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
00:00;0.50112;5.24375;2.61312;21.4263;15.7946;0.543138;288.266;360.481;6
01:00;0.44069;4.20807;2.24473;19.5245;13.5013;0.500186;268.056;352.852;5
02:00;0.34797;3.27123;2.72777;14.6172;10.1802;0.536556;251.953;341.502;4.1
03:00;0.415075;3.39451;3.34026;14.8987;10.8086;0.39523;255.523;329.957;4
04:00;0.51934;3.70644;3.23226;16.8493;12.421;0.360244;264.907;329.426;4.3
05:00;0.51501;4.82023;2.32758;17.0763;12.9932;0.479749;286.936;323.757;5.6
06:00;0.470815;6.36657;2.41487;14.8775;11.8531;0.602024;281.69;295.332;7.3
07:00;0.484705;5.53707;2.80249;12.574;10.261;0.668877;282.822;272.519;6.6
08:00;0.350315;3.39929;2.41783;9.93728;8.266;0.452038;269.836;270.215;4.2
09:00;0.387295;3.63576;2.66934;12.6905;10.2996;0.551451;267.474;270.143;4.5
10:00;0.30161;3.26751;2.41783;11.1827;9.02352;0.479749;251.39;270.072;4.1
11:00;0.308465;2.58468;1.9592;8.56072;7.01864;0.648786;231.766;267.103;3.5
12:00;0.30612;2.07826;1;8.75048;7.14767;0.522354;231.721;262.954;2.9
13:00;0.31081;3.06505;1.51093;10.3591;8.3152;0.427444;242.209;257.363;3.7
14:00;0.3339;3.59963;1.93553;10.5221;8.29384;0.476285;244.038;252.657;4.4
15:00;0.3155;4.43816;2.4378;11.4039;8.92264;0.692778;256.678;249.389;5.5
16:00;0.3;1.99855;2.31057;10.48;8.31176;0.412896;236.125;245.175;2.6
17:00;0.3;2.4513;2.09531;11.4461;8.86528;0.402504;241.633;241.945;3.1
18:00;0.30612;2.13406;2.32906;10.9848;8.43512;0.508845;237.73;240.238;2.9
19:00;0.35248;2.44279;2.62495;12.8979;9.5816;0.391073;242.691;241.603;3
20:00;0.653549;9.77862;2.71668;19.5019;13.5833;0.86424;288.389;248.687;11.2
21:00;1.16639;34.4978;2.57169;24.0809;16.4494;8.80624;472.844;277.516;47.9
22:00;1.48171;33.7102;2.5384;30.1466;22.2966;3.17604;498.373;309.308;38.6
23:00;1.42417;39.3207;1.96882;32.2899;22.4899;7.05767;555.319;346.638;50.1
