CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0;17;10;29;3;420;21
01:00;0;14;9;35;2;370;16
02:00;0;14;8;26;5;310;22
03:00;0;16;8;27;8;290;24
04:00;0;15;8;12;7;250;24
05:00;1;24;8;27;11;310;40
06:00;1;31;8;23;20;380;61
07:00;1;;8;27;;530;
08:00;1;;9;33;;610;
09:00;;26;8;30;11;480;43
10:00;;30;8;38;23;570;63
11:00;;27;9;31;6;470;27
12:00;;16;8;27;7;370;26
13:00;;20;8;16;8;440;32
14:00;;17;5;13;5;390;23
15:00;;33;4;12;15;430;55
16:00;;24;4;20;13;510;43
17:00;;17;4;14;33;;65
18:00;;20;4;26;7;350;30
19:00;;36;4;16;11;390;53
20:00;;29;5;16;5;390;37
21:00;;38;5;27;8;390;51
22:00;;31;7;17;9;420;44
23:00;;25;8;15;4;470;30
