CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;30;3;39;22;3;570;34
01:00;17;3;31;17;2;460;20
02:00;26;1;21;11;13;360;47
03:00;24;1;21;11;10;340;40
04:00;18;1;22;11;13;410;38
05:00;17;2;29;14;31;460;65
06:00;13;1;27;14;31;520;59
07:00;22;2;31;16;58;850;111
08:00;42;2;34;17;85;1030;172
09:00;40;4;25;8;43;750;105
10:00;33;7;16;3;17;430;59
11:00;30;8;11;3;13;340;49
12:00;23;9;9;3;7;260;34
13:00;24;9;7;3;8;250;36
14:00;23;3;8;3;7;230;33
15:00;21;2;8;3;5;250;29
16:00;23;4;8;3;6;260;32
17:00;23;8;9;3;4;220;29
18:00;10;3;10;3;0;;11
19:00;9;2;10;3;0;270;10
20:00;9;2;15;3;0;300;10
21:00;15;3;22;5;0;370;16
22:00;21;3;35;17;2;510;23
23:00;28;2;76;39;3;740;32
