CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
23:00;5;22;6;73;58;4;730;666.25;28
00:00;4.4;17;6;56;45;3;670;656.25;21
01:00;3;13;5;35;28;2;610;638.75;15
02:00;2.8;12;5;29;24;1;590;635;14
03:00;2.6;11;5;23;19;1;550;626.25;13
04:00;2.4;10;5;19;16;1;520;618.75;12
05:00;1.2;10;4;15;13;2;470;607.5;12
06:00;0.9;15;4;14;12;4;480;577.5;21
07:00;1.4;21;4;18;15;5;570;557.5;29
08:00;1.7;21;4;17;14;5;550;542.5;28
09:00;2.3;23;4;26;21;7;660;548.75;33
10:00;2.8;29;5;43;35;18;910;588.75;56
11:00;2.9;20;5;32;26;8;660;602.5;31
12:00;2.8;14;5;28;23;3;530;603.75;18
13:00;3.2;26;5;39;32;13;700;632.5;46
14:00;3.2;21;5;36;29;6;580;645;29
15:00;2.4;15;6;30;24;3;480;633.75;20
16:00;2.7;13;5;36;28;1;510;628.75;15
17:00;2.8;12;5;35;29;1;510;610;14
18:00;2.8;11;5;36;28;1;490;557.5;13
19:00;3.5;18;5;45;36;3;590;548.75;23
20:00;4;18;5;57;45;4;680;567.5;24
21:00;3.8;14;5;54;43;2;630;558.75;18
22:00;3.1;16;4;50;40;2;630;565;18
23:00;2.6;12;4;52;41;2;620;582.5;14
00:00;2.3;13;4;45;34;1;580;591.25;15
