CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.4;14;4;1;240;16
01:00;1.2;14;5;1;210;16
02:00;1.2;13;6;1;330;14
03:00;1;13;6;1;320;15
04:00;1.1;13;8;1;340;15
05:00;1;14;7;1;370;16
06:00;1;12;7;1;350;14
07:00;0.9;10;5;1;360;12
08:00;0.9;12;5;1;360;14
09:00;0.9;12;5;1;350;14
10:00;0.6;11;6;2;330;13
11:00;0.8;12;6;2;320;15
12:00;0.9;9;5;1;280;12
13:00;1;9;4;2;280;12
14:00;1.1;10;4;2;280;13
15:00;1.2;10;5;1;310;12
16:00;1.2;11;5;1;310;13
17:00;1.2;16;5;2;330;19
18:00;1.2;13;4;1;330;15
19:00;1.7;15;5;1;380;17
20:00;1.9;15;6;1;360;17
21:00;2;16;5;1;420;18
22:00;1.9;16;6;2;400;18
23:00;1.7;15;4;1;310;17
