CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;4.5;23;11;38;22;13;920;42
01:00;3.2;37;19;50;28;14;760;59
02:00;3;34;18;43;24;10;920;49
03:00;2.9;32;17;37;21;10;790;48
04:00;2.9;20;18;27;18;3;970;24
05:00;2.6;18;22;30;19;2;970;21
06:00;2.3;16;19;24;14;2;880;18
07:00;2.3;20;21;29;17;4;940;26
08:00;2.4;25;15;42;21;8;910;37
09:00;2.4;33;17;42;23;23;770;68
10:00;2.8;35;17;48;27;35;740;87
11:00;3.2;32;17;48;28;28;760;75
12:00;2.9;27;16;40;27;19;880;55
13:00;2.8;25;16;42;28;16;790;48
14:00;2.8;27;16;47;32;18;800;53
15:00;2.7;22;15;45;32;8;950;34
16:00;2.7;22;14;47;31;6;960;31
17:00;2.8;24;13;51;33;8;1010;36
18:00;3.4;29;13;64;40;20;;60
19:00;3.3;27;7;49;31;17;900;53
20:00;2.9;22;10;40;24;8;1500;34
21:00;2.9;29;8;47;29;20;930;60
22:00;5.5;33;12;75;46;26;1310;71
23:00;8.3;31;12;64;40;22;1150;63
