CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2.9;28;6;48;36;217;530;360
01:00;12.5;32;7;173;113;105;2000;192
02:00;12.5;28;8;177;114;68;1910;131
03:00;12.5;26;6;165;108;63;1800;123
04:00;12.5;18;4;162;103;64;1810;115
05:00;12.5;21;6;180;104;74;1980;133
06:00;12.5;23;8;169;101;90;1950;160
07:00;12.5;30;8;101;79;105;1840;190
08:00;12.5;32;9;90;71;123;1810;221
09:00;11;36;12;82;62;123;1550;223
10:00;11;;18;65;48;;1220;
11:00;9.1;;18;62;45;;1000;
12:00;8.4;30;19;47;36;35;710;83
13:00;7.7;33;20;50;37;35;660;86
14:00;6.2;;17;53;38;;710;
15:00;6.2;;17;43;31;;590;
16:00;5.5;;14;38;27;;;
17:00;2.9;;10;34;24;;;
18:00;2.9;;8;34;24;;;
19:00;2.9;;10;30;23;;;
20:00;2.9;;9;37;28;;410;
21:00;2.9;;10;39;30;;380;
22:00;2.9;;10;38;30;;330;
23:00;2.9;34;10;45;34;290;580;476
