CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.5;26;3;30;3;260;29
01:00;0.5;15;2;23;2;190;17
02:00;1.2;29;5;28;32;590;76
03:00;1.2;32;3;34;19;510;61
04:00;1.2;28;4;27;9;360;41
05:00;1.2;21;1;30;16;300;44
06:00;1.2;21;1;31;14;270;41
07:00;1.2;20;1;24;26;360;58
08:00;1.2;34;2;38;20;390;64
09:00;1.2;35;3;42;21;440;66
10:00;1.2;27;4;38;12;400;45
11:00;1;17;5;33;8;360;29
12:00;0.5;16;15;28;7;220;25
13:00;0.5;14;10;20;5;270;21
14:00;0.5;16;21;14;6;290;24
15:00;0.5;13;6;16;5;260;19
16:00;0.5;12;5;12;3;280;16
17:00;0.5;14;4;15;4;;21
18:00;0.5;13;4;11;5;270;20
19:00;0.5;19;3;13;5;320;25
20:00;0.5;23;3;14;5;380;30
21:00;0.5;37;3;22;5;470;44
22:00;0.5;40;3;25;6;470;48
23:00;0.8;32;3;21;4;290;38
