CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2.5;20;1;4;460;25
01:00;1.3;12;2;2;340;14
02:00;2.2;15;1;5;390;21
03:00;1.9;25;2;4;340;31
04:00;1.8;14;2;2;270;18
05:00;1.4;7;1;1;150;9
06:00;0.9;13;2;3;200;18
07:00;1.1;49;1;29;400;93
08:00;1.4;38;1;17;320;63
09:00;1.1;43;1;23;370;78
10:00;1;36;1;17;360;61
11:00;1;42;8;19;;71
12:00;1;26;6;14;200;47
13:00;0.6;22;8;12;150;40
14:00;0.7;27;12;13;280;46
15:00;5.6;37;20;23;960;71
16:00;14;31;16;15;230;54
17:00;1.6;46;18;21;320;77
18:00;1.5;52;12;24;520;88
19:00;1.6;35;3;10;470;50
20:00;2.5;16;2;3;390;20
21:00;2.7;22;2;13;540;41
22:00;2.8;21;1;35;700;73
23:00;3.6;22;2;25;680;59
