CZAS;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenki azotu
00:00;26;2;22;59
01:00;24;2;17;49
02:00;11;3;3;16
03:00;14;4;3;18
04:00;12;3;3;17
05:00;13;3;4;18
06:00;19;3;9;33
07:00;25;3;20;55
08:00;29;3;30;74
09:00;31;2;34;83
10:00;30;3;40;90
11:00;30;3;45;97
12:00;30;3;37;87
13:00;28;2;29;72
14:00;25;2;20;56
15:00;27;3;26;67
16:00;30;2;28;72
17:00;28;3;17;54
18:00;;;;
19:00;40;2;56;126
20:00;37;2;58;126
21:00;33;2;47;105
22:00;35;2;48;108
23:00;29;3;34;80
