CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;7.48758;43.9;6.88748;17.6624;12.8624;7.14011;420.109;445.047;54.8
01:00;1.06718;36.2;6.84241;19.8447;15.2149;7.29322;373.107;455.901;47.4
02:00;0.773327;26.5;4.47353;22.5694;16.3956;7.34682;344.931;406.472;37.8
03:00;0.461074;25.1;5.96978;25.4314;18.8714;4.49994;311.1;397.754;32
04:00;0.818424;25.8;6.17002;24.5882;18.5553;5.25957;309.819;398.089;33.9
05:00;4.44226;27.3;6.09982;22.5518;16.3786;6.95099;322.184;389.342;37.9
06:00;;20.2;6.40498;22.5719;16.1094;12.2192;336.678;370.068;39
07:00;;25.3;7.48967;23.3745;16.9946;20.7636;351.924;355.708;57.2
08:00;;24.3;8.18349;19.4107;14.1939;13.4628;317.608;332.905;44.9
09:00;;29.7;10.4571;22.8459;14.6557;20.3434;396.964;336.401;60.9
10:00;;23.4;15.265;17.8831;11.1967;13.0596;301.576;330.982;43.5
11:00;2.43525;24;18.0846;12.7849;7.38528;9.21949;266.096;325.356;38.2
12:00;;10.1;9.84525;9.35137;5.56597;2.3641;315.841;326.109;13.7
13:00;;23.1;10.4526;10.1353;6.94653;8.82945;353.946;330.079;36.7
14:00;6.5335;19.1;12.8799;7.4217;4.99014;6.8824;312.278;327.029;29.7
15:00;;27.4;9.15291;5.42905;3.22792;11.2341;320.226;323.067;44.6
16:00;7.70044;23.4;8.90834;7.53211;4.89542;7.81765;304.819;321.468;35.4
17:00;;19.2;5.99859;6.95076;4.09403;5.18475;286.279;307.633;27.2
18:00;14.4827;33.2;7.23845;9.19256;6.47431;11.9057;372.179;316.458;51.4
19:00;10.593;34.7;8.9874;12.0851;8.30486;8.99849;389.922;331.936;48.5
20:00;6.39082;38.6;8.06748;15.0338;9.62847;7.88554;447.654;348.413;50.7
21:00;7.06673;28.6;6.85866;22.2648;15.9157;14.1185;540.631;371.749;50.2
22:00;1.60708;24.8;5.74811;18.7612;13.3203;13.7423;591.267;406.622;45.8
23:00;2.66308;34;6.38282;15.6546;11.2031;11.9099;512.338;430.636;52.3
