CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;40;10;70;45;3;400;44
01:00;35;12;65;41;3;270;38
02:00;17;2;33;20;2;210;20
03:00;16;2;35;23;2;300;19
04:00;17;2;36;23;4;;22
05:00;19;2;35;21;9;370;32
06:00;15;1;35;19;3;250;19
07:00;28;2;36;20;40;400;89
08:00;21;2;31;17;10;230;36
09:00;18;9;42;21;3;470;22
10:00;27;21;62;31;6;820;37
11:00;26;28;56;26;6;610;34
12:00;29;36;47;23;5;380;37
13:00;31;42;54;26;5;650;38
14:00;23;30;51;25;3;730;27
15:00;20;21;48;21;2;500;22
16:00;16;19;31;13;2;250;18
17:00;17;18;33;15;1;290;18
18:00;14;12;41;24;1;230;15
19:00;23;13;43;19;1;290;23
20:00;29;14;51;23;1;360;30
21:00;25;11;50;27;1;570;27
22:00;45;10;81;52;4;880;50
23:00;22;8;48;30;2;;23
