CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.7;23;3;51;0;390;23
01:00;2.3;49;3;51;1;1010;51
02:00;2.2;25;1;51;31;590;72
03:00;1.9;20;4;51;29;500;64
04:00;1.3;16;3;51;40;450;77
05:00;1.3;12;3;51;34;400;64
06:00;1.3;13;4;51;40;390;74
07:00;1.3;20;;51;40;;83
08:00;2.8;29;3;51;33;580;80
09:00;3.2;28;2;51;11;490;43
10:00;1.6;22;2;51;5;390;30
11:00;0.7;15;1;51;2;330;18
12:00;0.5;8;3;51;1;270;10
13:00;0.5;8;2;51;0;190;11
14:00;0.5;9;2;51;0;190;11
15:00;0.5;10;3;51;0;210;13
16:00;0.5;9;2;51;1;230;11
17:00;0.5;9;3;51;0;210;11
18:00;0.5;7;3;51;0;220;9
19:00;0.5;9;3;51;0;300;10
20:00;0.5;11;2;51;0;330;11
21:00;0.5;14;2;51;0;;14
22:00;0.5;14;3;51;1;330;14
23:00;0.7;31;3;51;1;700;33
