CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;0.741939;24.9;9.29404;10.7115;5.03972;4.60905;284.639;329.356;32
01:00;0.624236;22.8;8.5618;13.0114;7.14278;3.00977;290.053;319.492;27.4
02:00;1.82021;5.8;7.92488;5.30276;3;0.822252;215.428;280.725;7.1
03:00;0.805617;8;8.35196;4.71323;3;0.779721;202.458;268.52;9.2
04:00;1.93359;12.2;8.41254;4.97806;3;1.23869;204.567;257.229;14.1
05:00;1.07737;18.5;8.84997;6.28056;3;1.99139;220.415;250.995;21.6
06:00;0.584911;24.5;9.11892;10.0977;3;4.02469;234.877;242.338;30.7
07:00;0.78379;36.4;8.64973;8.82948;3.11458;20.7989;337.727;242.286;68.3
08:00;2.24097;36.8;8.3224;7.00277;3.42458;10.913;297.479;242.222;53.6
09:00;5.79833;46.9;8.53594;8.65524;4.26014;24.0179;319.038;253.999;83.7
10:00;1.04797;55.3;8.63717;9.61158;5.10694;44.5079;464.537;285.137;123.6
11:00;0.845032;52.6;8.93124;10.1889;5.64861;26.6775;433.538;314.022;93.5
12:00;6.32813;47.9;8.92016;11.5467;6.73931;29.0309;401.918;338.691;92.4
13:00;5.25365;41.4;10.2842;18.1235;9.89833;24.1925;407.821;362.117;78.5
14:00;;38.6;11.6999;16.7964;10.8956;21.4553;406.918;383.622;71.5
15:00;;38.2;16.0963;12.5466;6.17583;19.7393;388.66;389.989;68.4
16:00;3.51632;45.6;12.3309;20.2277;5.55931;23.5243;382.518;400.618;81.7
17:00;0.6632;42.7;9.87924;18.8532;5.64528;19.4047;368.959;406.859;72.5
18:00;1.57236;36.3;8.60761;11.8353;3.7875;16.5508;361.548;393.985;61.7
19:00;0.342919;28;12.4979;10.7057;3.55639;13.0048;280.124;374.808;48
20:00;6.49481;43.9;16.445;12.4379;4.77833;20.2811;342.471;367.377;75
21:00;1.53403;45.6;15.7091;14.626;5.55403;15.733;360.092;361.411;69.8
22:00;1.48198;37.1;12.6759;12.8987;5.42;11.1932;333.103;352.184;54.3
23:00;0.476497;31.9;10.0233;12.2968;4.91472;5.4965;303.91;341.591;40.4
