CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;6;44;22;95;76;5;720;52
01:00;11;56;28;197;161;70;1850;162
02:00;12.1;57;22;220;163;59;1830;145
03:00;11.9;59;26;154;131;15;1250;81
04:00;8.5;53;24;138;115;9;1130;66
05:00;8.5;52;26;123;101;10;1130;68
06:00;9;48;17;129;105;22;1160;81
07:00;8;50;19;154;123;77;1650;166
08:00;9.5;53;19;164;132;135;1960;259
09:00;11;55;21;166;132;114;2200;229
10:00;10.5;70;30;163;121;157;2180;309
11:00;8.9;57;34;118;86;66;930;157
12:00;5;52;35;103;75;42;830;115
13:00;4.5;54;35;102;72;47;930;125
14:00;4.5;51;34;93;70;41;850;113
15:00;4;57;26;93;76;43;840;121
16:00;5;63;26;138;110;44;1210;130
17:00;7;63;29;142;114;51;1200;139
18:00;7;66;30;139;110;50;;142
19:00;7;65;30;151;114;60;1400;156
20:00;8;66;31;155;117;56;1360;151
21:00;8;61;34;157;124;37;1370;116
22:00;8.5;62;36;161;126;37;1310;118
23:00;8.5;56;32;121;97;18;1050;83
