CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0;12;2;19;1;390;14
01:00;0.6;21;2;30;1;620;23
02:00;1.8;35;11;50;3;940;40
03:00;9.7;19;10;113;1;950;20
04:00;1.8;11;8;56;1;480;12
05:00;0;19;6;38;1;1010;20
06:00;2.1;15;6;30;1;520;16
07:00;0;15;5;48;1;680;16
08:00;0;24;4;46;3;860;29
09:00;5.3;47;5;91;12;1420;66
10:00;;29;7;111;5;1040;38
11:00;;14;5;64;2;770;18
12:00;;13;5;63;2;490;16
13:00;;16;4;53;2;410;20
14:00;;36;5;49;6;870;46
15:00;;19;8;81;2;510;22
16:00;2.9;14;6;49;1;380;16
17:00;0;11;4;32;1;340;12
18:00;0;12;3;16;1;340;13
19:00;0;8;;35;1;320;9
20:00;0;5;3;25;1;250;6
21:00;0;5;3;13;1;280;6
22:00;0;6;2;12;1;290;7
23:00;0;7;2;11;1;380;8
