CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;13;12;26;19;2;700;17
01:00;14;15;37;28;2;280;17
02:00;15;12;28;21;2;390;18
03:00;12;14;18;12;2;200;15
04:00;20;16;21;15;4;400;25
05:00;37;13;29;20;15;;60
06:00;62;17;62;44;120;1470;246
07:00;55;15;89;65;163;2210;305
08:00;66;17;90;64;230;2140;417
09:00;69;17;80;55;191;1890;363
10:00;54;19;45;29;82;1060;179
11:00;31;20;16;9;16;650;56
12:00;37;32;17;10;19;630;66
13:00;37;20;23;13;21;790;69
14:00;49;20;27;19;28;870;92
15:00;49;16;34;24;24;910;86
16:00;55;14;31;21;24;900;91
17:00;46;13;18;12;21;830;78
18:00;40;10;15;10;14;710;62
19:00;64;11;46;31;32;1210;114
20:00;63;16;125;91;57;1760;150
21:00;53;13;105;76;68;1800;157
22:00;50;14;125;92;60;1720;141
23:00;39;18;80;62;33;1080;89
