CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;44;23;70;57;8;620;57
01:00;35;19;66;54;7;220;44
02:00;30;16;77;63;6;240;39
03:00;31;14;83;69;13;340;50
04:00;28;13;89;74;23;430;62
05:00;25;12;103;86;22;370;59
06:00;32;13;97;80;73;400;143
07:00;34;13;101;84;101;700;187
08:00;47;13;89;73;256;1630;439
09:00;61;14;109;87;407;2230;682
10:00;52;15;122;97;335;1750;564
11:00;51;17;136;108;292;1740;495
12:00;60;25;124;95;240;1450;426
13:00;62;30;79;62;110;;231
14:00;65;26;71;54;68;680;169
15:00;56;24;85;54;58;820;144
16:00;61;19;92;56;153;1420;295
17:00;66;14;113;81;293;2440;514
18:00;62;15;140;110;285;2340;498
19:00;55;13;162;130;278;2400;480
20:00;;;123;101;;;
21:00;50;18;110;89;104;1290;210
22:00;54;19;105;85;126;1460;247
23:00;52;27;76;62;23;710;86
