CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
23:00;4.83803;56.5291;10.6956;93.7188;67.4433;18.3188;1152.33;918.294;84.6274
00:00;5.26176;52.3397;9.17182;99.5369;71.2084;18.7241;1137.84;994.264;81.0708
01:00;5.33726;47.7772;6.76106;105.457;77.0643;20.2121;1266.38;1086.15;78.7853
02:00;4.23571;42.8958;11.5951;89.3361;65.9526;7.19554;1170.81;1162.24;53.9296
03:00;3.6931;28.831;12.1921;82.7504;63.105;3.57854;1047.61;1196.7;34.3229
04:00;4.92732;38.8918;11.661;97.8369;73.854;7.8509;1017.51;1161.77;50.9288
05:00;5.3608;47.4381;14.2744;122.48;89.4237;18.6797;1225.71;1148.67;76.1023
06:00;4.69435;51.4066;15.8278;114.331;80.6718;38.4932;1341.37;1169.95;110.456
07:00;5.40256;53.5916;13.5273;110.263;72.7612;73.3219;1539.64;1218.36;166.066
08:00;3.91669;52.5623;15.8256;106.821;68.6731;81.4239;1553.04;1270.26;177.477
09:00;2.62763;50.1307;18.8977;77.7923;50.6237;37.1138;1304.41;1275.01;107.067
10:00;1.7891;41.1428;20.2425;61.2578;40.4821;24.4651;1013.41;1255.34;78.6748
11:00;1.29231;34.0009;23.0941;46.8149;28.5808;17.7888;827.237;1227.79;61.2989
12:00;1.11859;31.9668;16.4566;43.3054;27.0106;15.9277;758.205;1195.38;56.4032
13:00;1.29149;30.5432;14.8521;43.5984;27.0568;14.5715;726.983;1133.04;52.8945
14:00;1.22899;30.4688;12.9666;42.0989;26.0448;10.5804;699.709;1052.83;46.7016
15:00;1.5334;34.4053;10.4893;33.355;21.1796;14.2889;685.933;946.116;56.3267
16:00;1.02443;41.1763;8.91439;31.1095;17.4066;18.0586;693.667;838.694;68.8845
17:00;1.08693;46.2983;4.77861;33.1367;15.7327;15.7728;664.623;758.721;70.4994
18:00;1.45466;56.3347;10.436;40.4045;22.9788;20.0871;755.176;726.442;87.1499
19:00;2.13815;57.5351;11.9754;51.2535;31.8411;19.7909;808.973;724.159;87.8944
20:00;2.08457;51.0835;10.2318;58.0277;37.0986;14.6432;834.541;733.701;73.5501
21:00;1.73471;27.1237;5.60118;51.0938;35.8077;5.40159;632.459;721.885;35.4118
22:00;1.73471;23.4465;2.16147;50.7368;36.2071;4.59242;634.99;713.795;30.489
23:00;1.32153;23.0506;2.38782;41.0263;30.3295;6.81763;636.003;707.554;33.5062
00:00;1.23873;14.6562;1.90404;35.885;27.7642;1.8182;551.831;689.825;17.4397
