CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0;24;4;19;2;280;27
01:00;0;24;7;23;2;280;28
02:00;5;19;4;114;96;1220;167
03:00;4.7;19;3;92;80;1080;142
04:00;4.1;22;2;89;75;930;137
05:00;4.1;39;3;82;63;760;134
06:00;2.8;29;4;60;11;350;46
07:00;0.7;20;2;39;6;230;30
08:00;0;38;1;25;9;350;52
09:00;0.5;33;2;30;9;270;47
10:00;0;28;4;22;12;300;46
11:00;0;20;7;9;8;240;33
12:00;0;21;6;17;8;220;33
13:00;0;27;7;19;9;270;41
14:00;0;20;4;23;6;270;30
15:00;0;19;5;33;8;220;30
16:00;0;20;8;22;6;230;30
17:00;0;26;8;29;6;290;36
18:00;0;30;8;25;6;310;40
19:00;0;39;7;24;7;340;49
20:00;0;38;8;16;5;370;47
21:00;0;40;9;13;6;340;49
22:00;0;40;12;15;6;330;49
23:00;0;34;7;31;3;;39
