CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;31;4;93;66;64;820;128
01:00;26;4;56;37;46;600;96
02:00;17;3;32;17;2;490;18
03:00;18;3;22;10;2;290;19
04:00;19;4;31;17;3;420;23
05:00;18;4;18;9;3;270;21
06:00;20;3;16;9;6;270;28
07:00;22;4;19;9;15;310;45
08:00;22;4;19;9;14;280;44
09:00;17;5;14;7;6;130;26
10:00;26;9;15;6;12;300;45
11:00;32;19;17;7;16;340;54
12:00;41;31;20;7;18;400;66
13:00;29;9;14;4;9;380;42
14:00;23;10;13;4;6;290;32
15:00;29;10;14;4;7;260;38
16:00;35;9;14;4;8;330;46
17:00;35;12;10;4;8;330;49
18:00;46;11;13;4;10;450;61
19:00;44;8;13;4;7;370;54
20:00;49;6;;;6;;57
21:00;17;4;;;2;;19
22:00;45;2;;67;50;680;120
23:00;41;5;84;54;55;740;125
