CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2.3;26;17;50;40;4;560;31
01:00;3.6;26;31;82;66;3;820;31
02:00;3.2;29;29;88;71;3;860;33
03:00;3.2;33;29;87;68;4;840;38
04:00;2.9;28;30;80;63;4;820;33
05:00;2.9;32;31;93;74;7;920;42
06:00;2.9;48;26;101;78;46;1150;118
07:00;2.9;49;19;92;73;86;1390;180
08:00;2.9;57;16;77;60;119;1080;238
09:00;2.9;65;22;92;70;156;1180;304
10:00;3.2;56;27;90;65;79;840;176
11:00;2.9;52;23;66;43;44;570;119
12:00;2.6;39;19;47;31;21;530;72
13:00;2.1;30;13;24;15;15;330;53
14:00;1.8;42;12;31;19;21;460;73
15:00;1.6;56;22;43;27;37;590;112
16:00;1.6;56;20;38;25;32;600;105
17:00;1.6;69;16;47;30;51;810;147
18:00;1.9;66;17;51;36;37;860;122
19:00;2.1;68;20;70;52;44;980;135
20:00;2.6;59;20;63;48;26;910;98
21:00;2.6;44;18;53;41;13;750;65
22:00;2.6;40;16;64;50;10;680;55
23:00;2.5;37;15;54;42;11;640;54
