CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;74;34;169;69;11;1660;91
01:00;77;28;169;71;17;1850;103
02:00;45;17;119;52;5;850;52
03:00;33;7;60;36;1;910;35
04:00;34;5;52;30;3;650;38
05:00;35;6;40;22;5;570;43
06:00;25;5;43;23;6;560;33
07:00;61;17;156;76;77;1620;179
08:00;58;35;245;104;65;1950;158
09:00;50;55;160;57;30;1830;96
10:00;15;21;58;10;4;310;21
11:00;9;9;35;6;2;240;12
12:00;18;12;47;10;5;290;24
13:00;17;17;51;13;4;360;23
14:00;15;17;38;7;4;360;21
15:00;12;13;32;5;3;280;17
16:00;11;10;31;5;2;280;15
17:00;;;38;6;;;
18:00;18;9;56;11;2;230;21
19:00;33;16;74;20;4;900;40
20:00;57;29;130;36;5;1800;65
21:00;59;32;115;45;3;1880;65
22:00;69;39;134;63;5;;77
23:00;77;39;157;73;16;3570;102
