CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.4;8;3;16;9;1;270;9
01:00;0.4;9;3;14;8;2;260;12
02:00;0.4;6;3;14;8;1;220;7
03:00;0.4;6;3;13;8;0;260;7
04:00;0.4;6;3;10;6;1;220;8
05:00;0.4;7;2;6;3;1;190;8
06:00;0.4;9;2;3;3;3;;14
07:00;0.4;11;2;3;3;4;260;16
08:00;0.4;12;3;3;3;4;250;18
09:00;0.4;23;3;3;3;6;300;31
10:00;0.4;24;3;3;3;7;340;34
11:00;0.4;27;3;3;3;8;390;39
12:00;0.4;27;3;3;3;8;400;39
13:00;0.4;22;3;3;3;8;350;34
14:00;0.4;18;3;4;3;7;290;28
15:00;0.4;15;3;3;3;4;260;21
16:00;0.4;14;3;3;3;5;240;21
17:00;0.4;11;3;3;3;3;230;15
18:00;0.4;12;3;3;3;3;270;17
19:00;0.4;12;3;5;3;4;250;17
20:00;0.4;11;4;10;7;2;200;14
21:00;0.4;9;3;8;5;1;230;10
22:00;;7;;;;1;;9
23:00;;;;;;;;
