CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;9.6;28;4;2;460;31
01:00;9.3;30;4;4;270;34
02:00;0.9;19;6;3;370;24
03:00;0.6;19;6;4;450;26
04:00;0.6;22;6;3;640;28
05:00;0.6;24;6;5;420;32
06:00;0.6;20;5;5;330;28
07:00;0.6;24;5;8;410;36
08:00;0.6;27;7;12;710;45
09:00;0.6;19;7;7;560;30
10:00;0.6;15;7;7;500;25
11:00;0.6;18;6;8;610;30
12:00;0.6;13;6;5;350;20
13:00;0.6;14;7;4;420;20
14:00;0.5;13;10;4;420;20
15:00;0.4;12;8;3;370;16
16:00;0.4;6;5;1;210;7
17:00;0.4;5;4;1;200;5
18:00;0.4;6;3;1;230;7
19:00;0.5;13;2;3;270;16
20:00;0.6;17;3;1;280;19
21:00;5.8;24;6;1;340;25
22:00;3.2;16;5;1;200;17
23:00;1.9;20;4;2;210;21
