CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;30;9;46;27;4;460;36
01:00;35;11;109;79;5;700;43
02:00;25;10;92;67;4;530;30
03:00;26;8;79;56;3;;30
04:00;26;8;66;46;3;420;31
05:00;24;7;56;38;4;420;29
06:00;35;6;50;31;15;560;58
07:00;38;6;43;26;18;560;65
08:00;42;7;43;19;21;520;73
09:00;35;8;45;16;18;440;61
10:00;32;9;42;15;12;360;50
11:00;26;9;39;13;11;340;43
12:00;22;9;37;8;11;360;38
13:00;22;9;35;7;9;310;35
14:00;26;9;34;7;11;300;42
15:00;20;8;42;4;8;350;31
16:00;24;10;31;4;10;400;39
17:00;30;9;23;3;11;380;46
18:00;38;7;29;7;11;440;53
19:00;43;4;;;10;460;57
20:00;43;6;;;10;460;58
21:00;38;6;38;18;8;460;49
22:00;32;7;42;23;5;490;40
23:00;34;8;47;26;7;510;45
