CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;6.8;13;2;96;1200;158
01:00;7;11;1;63;1010;106
02:00;;14;4;1;210;16
03:00;;12;2;2;230;14
04:00;;14;2;2;220;17
05:00;;16;1;3;260;20
06:00;;26;2;12;320;43
07:00;;44;1;45;630;113
08:00;;44;1;53;670;125
09:00;1.8;41;2;42;640;106
10:00;1.7;21;2;14;340;42
11:00;0.4;14;1;8;190;26
12:00;0.4;17;1;11;170;33
13:00;0.4;15;1;8;130;27
14:00;0.4;23;3;13;150;42
15:00;0.4;29;6;17;230;56
16:00;0.8;26;4;10;200;41
17:00;0.4;24;4;8;210;36
18:00;0.4;15;2;3;180;19
19:00;0.4;22;2;4;260;28
20:00;5.4;16;2;4;910;22
21:00;4.6;20;1;13;990;40
22:00;6.6;20;1;45;;89
23:00;5.8;;;;;
