CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.6;31;2;24;16;16;530;55
01:00;1.2;27;2;26;16;18;550;54
02:00;1.5;20;4;22;14;6;560;29
03:00;0.9;17;2;21;13;6;500;27
04:00;0.9;14;3;21;13;7;460;25
05:00;0.9;12;3;22;14;9;440;27
06:00;1.1;25;3;24;15;20;470;56
07:00;1.3;24;3;26;15;45;620;92
08:00;1.9;32;3;26;15;38;650;90
09:00;1.9;35;4;30;13;31;590;82
10:00;0.9;27;8;25;9;13;400;47
11:00;1.2;40;25;23;9;19;400;69
12:00;1.4;55;64;17;8;24;360;93
13:00;1.2;26;25;15;7;10;310;42
14:00;0.6;18;11;15;7;8;310;29
15:00;0.7;22;16;15;7;8;310;34
16:00;0.5;15;6;12;6;6;290;24
17:00;0.9;16;3;11;5;6;270;25
18:00;0.9;14;2;13;6;6;290;24
19:00;1.2;33;3;13;7;16;450;57
20:00;1.5;40;2;18;11;25;560;78
21:00;1.2;29;2;17;10;15;530;52
22:00;1.2;21;2;21;13;11;510;37
23:00;1.4;31;2;25;16;13;540;51
