CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;15.1;27;11;237;195;169;3040;285
01:00;9.4;31;10;152;122;56;1780;115
02:00;9.9;25;10;182;148;59;2050;115
03:00;10.3;26;12;185;149;63;2090;122
04:00;10.7;37;18;162;133;81;2280;160
05:00;11;43;21;155;128;67;2070;144
06:00;10.7;38;21;121;100;25;1520;76
07:00;9.9;40;19;109;89;36;1700;94
08:00;8.9;38;19;98;79;34;1370;88
09:00;8.3;37;18;91;72;41;1320;98
10:00;7.8;41;20;97;76;65;1490;139
11:00;7.5;42;22;103;80;65;1480;140
12:00;7.3;36;25;89;69;34;1200;87
13:00;6.7;27;22;70;55;9;790;40
14:00;6;27;15;57;44;7;630;37
15:00;5.9;48;15;107;82;110;1770;216
16:00;6.7;48;13;114;89;117;1940;226
17:00;7.1;41;11;91;69;45;1310;109
18:00;7.1;42;9;95;69;104;1540;200
19:00;7.5;43;10;156;122;178;2690;314
20:00;9.1;37;10;173;139;165;2660;289
21:00;10.4;32;10;192;156;162;2720;279
22:00;11.7;28;10;249;202;141;2980;242
23:00;13.5;29;11;277;225;185;3490;311
