CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1;27;4;43;3;400;31
01:00;0.5;21;4;40;1;370;23
02:00;0.5;14;4;20;2;320;17
03:00;0.5;14;4;19;2;320;17
04:00;0.5;13;2;14;3;;17
05:00;0.5;15;3;22;2;350;18
06:00;0.5;30;2;23;15;570;52
07:00;1;32;4;24;25;710;71
08:00;1.2;36;5;37;23;650;72
09:00;1.2;26;6;46;16;530;50
10:00;0.7;26;6;37;13;490;45
11:00;0.5;24;7;31;12;440;43
12:00;0.5;21;8;30;10;430;37
13:00;0.5;20;7;26;8;400;31
14:00;0.5;24;4;24;9;470;37
15:00;0.5;19;5;17;8;420;31
16:00;0.5;26;5;20;10;500;42
17:00;0.5;21;4;25;8;430;33
18:00;0.5;27;4;25;9;460;41
19:00;0.5;26;6;29;8;480;37
20:00;0.5;32;5;32;7;520;42
21:00;0.7;44;5;35;10;590;59
22:00;1;43;4;33;8;590;55
23:00;1;42;5;22;10;580;57
