CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;3.9;57;5;75;28;890;100
01:00;4.2;47;4;60;16;750;72
02:00;;58;14;188;5;990;66
03:00;;39;13;188;5;850;47
04:00;;19;9;93;1;270;20
05:00;;23;8;48;2;370;25
06:00;;37;8;70;17;700;63
07:00;;29;8;75;9;350;42
08:00;;41;9;93;23;750;76
09:00;;34;8;86;13;680;56
10:00;;21;7;105;6;330;30
11:00;0.8;15;6;57;3;260;21
12:00;0.9;11;6;41;4;250;17
13:00;0.4;8;4;30;2;230;11
14:00;0.4;6;5;47;1;210;8
15:00;0.4;12;4;28;2;350;15
16:00;1.2;19;6;47;1;530;22
17:00;2.4;24;7;64;5;;32
18:00;1.1;56;8;54;12;650;75
19:00;1.6;72;4;53;17;900;100
20:00;2.4;75;6;40;15;870;98
21:00;2;65;5;50;8;760;77
22:00;2;50;5;87;15;920;74
23:00;3.1;54;5;79;43;960;120
