CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.4;20;2;23;17;3;400;23
01:00;0.4;23;1;26;20;3;430;26
02:00;2.1;16;4;58;44;6;1100;25
03:00;2.8;13;3;81;66;6;820;22
04:00;2.9;14;3;48;37;8;640;26
05:00;2.9;13;2;53;40;8;610;25
06:00;2.6;10;2;49;36;13;590;30
07:00;2.6;24;2;50;34;34;970;77
08:00;2.6;22;2;48;25;13;530;42
09:00;2.6;31;4;87;35;14;1550;51
10:00;2.6;17;7;67;26;6;660;25
11:00;2.5;8;4;38;20;3;410;13
12:00;2.1;7;1;43;19;2;390;10
13:00;1.9;6;2;39;18;2;390;8
14:00;1.6;5;3;28;14;1;370;6
15:00;0.7;6;3;25;14;1;370;8
16:00;1.3;23;3;32;16;6;420;32
17:00;1.2;27;4;46;19;5;490;33
18:00;1;30;5;42;20;5;510;37
19:00;1;32;5;42;22;5;510;39
20:00;0.7;30;5;46;27;3;500;34
21:00;0.4;22;6;40;23;4;480;28
22:00;0.4;14;4;34;18;2;380;15
23:00;0.4;8;2;25;16;1;370;10
