CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;33;22;86;71;8;980;45
01:00;17;12;72;58;5;500;25
02:00;17;11;70;57;5;530;24
03:00;17;14;51;42;3;420;22
04:00;14;11;43;35;2;330;17
05:00;14;10;36;29;3;270;19
06:00;26;13;39;32;15;360;49
07:00;32;12;45;36;27;520;73
08:00;33;13;55;44;35;610;86
09:00;33;14;54;43;41;620;95
10:00;30;15;47;35;37;480;86
11:00;25;16;37;27;20;;55
12:00;25;19;38;29;19;770;53
13:00;23;17;36;28;16;730;48
14:00;26;13;33;24;15;760;49
15:00;31;12;32;24;20;790;62
16:00;31;12;32;24;15;770;54
17:00;36;11;35;27;22;870;69
18:00;45;13;40;32;25;910;83
19:00;44;15;44;35;21;930;76
20:00;41;16;45;35;16;900;66
21:00;38;15;45;35;13;820;58
22:00;35;21;63;50;12;920;53
23:00;34;22;80;65;13;980;54
