CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
00:00;2.73072;31.9057;4.09224;69.7876;45.2925;10.1218;643.398;498.078;47.3
01:00;2.82996;25.3945;3.99544;58.7047;39.2455;7.83566;539.939;534.667;37.3
02:00;2.06445;22.1951;3.63117;54.2296;37.2089;5.28351;497.1;564.538;30.3
03:00;1.83066;17.2489;3.68807;48.4702;32.9096;5.40817;418.559;580.91;25.4
04:00;1.16495;16.3402;3.75013;44.4845;30.5737;9.66321;435.135;580.791;31
05:00;2.91126;14.703;3.57058;45.3159;30.7794;9.66286;506.339;563.168;29.4
06:00;3.66907;13.315;3.61861;45.6575;31.4754;7.88381;544.137;531.37;25.3
07:00;1.96263;11.41;3.65186;43.5753;29.5719;22.1097;425.821;501.303;45
08:00;2.34189;14.2837;4.21859;44.1916;30.3828;19.8159;361.465;466.062;44.4
09:00;3.07041;24.1755;6.39314;63.551;40.1363;14.2349;635.233;477.974;45.8
10:00;1.40439;25.9004;16.7014;66.3378;41.6708;7.74837;313.502;455.024;37.6
11:00;1.17;10.4009;10.1777;35.7784;22.7999;2.15904;283.513;438.143;13.7
12:00;1.17;5.19326;7.36773;26.0788;16.9895;1.12472;248.188;414.775;6.9
13:00;1.24997;3.75958;6.06729;18.979;12.5873;0.969543;228.079;379.992;5.3
14:00;1.17;3.33712;5.57667;17.389;11.7453;0.768291;219.477;339.41;4.5
15:00;1.17;3.59272;5.61952;16.7494;10.9062;0.789074;210.82;312.535;4.8
16:00;1.12633;3.81272;4.70847;17.1685;11.1158;0.886063;209.953;293.596;5.2
17:00;1.58;4.10392;4.08263;18.3956;12.036;0.854195;211.345;240.61;5.5
18:00;1.19387;4.91535;5.35426;17.1134;11.3247;0.821981;212.231;227.951;6.1
19:00;1.4;8.03141;5.24491;17.3806;11.7809;0.863201;230.409;221.313;9.4
20:00;1.4;10.0183;6.95248;19.5502;13.1336;1.0409;239.822;220.267;11.5
21:00;1.4;16.3955;5.87444;22.0747;14.2581;1.04783;249.57;222.953;17.9
22:00;1.41753;31.6022;5.73627;25.0915;16.2167;1.65262;291.688;231.98;34.2
23:00;1.4;23.7297;5.13112;24.3933;16.1029;1.62526;283.186;241.026;26.1
00:00;1.98419;29.3566;4.59542;28.9356;19.4707;4.01603;312.522;253.847;35.5
01:00;2.16674;27.7885;4.60207;36.2781;24.703;4.45491;405.029;278.057;34.6
