CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2;60;19;3;960;63
01:00;25.5;51;24;2;880;54
02:00;2.7;50;7;18;730;77
03:00;5.7;44;6;14;700;65
04:00;5.3;29;5;6;660;37
05:00;2.1;27;3;21;540;58
06:00;1;27;3;25;610;64
07:00;1.6;36;11;25;1290;74
08:00;4.6;32;18;27;1370;72
09:00;3.3;35;30;32;1490;83
10:00;9.8;22;25;12;1160;39
11:00;3.3;15;15;6;590;23
12:00;1.6;6;5;2;270;8
13:00;0;5;4;1;270;6
14:00;0;5;4;1;;6
15:00;0;6;4;1;280;7
16:00;0;6;3;0;290;6
17:00;0;6;3;0;290;7
18:00;0;8;2;0;310;8
19:00;0;16;8;0;500;16
20:00;0.5;49;29;5;1240;57
21:00;27.6;44;36;0;1300;44
22:00;30.6;37;26;0;960;37
23:00;21.5;33;9;2;410;35
