CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;5;32;32;85;64;3;670;36
01:00;4.6;47;26;92;70;4;890;53
02:00;6.9;52;26;126;97;4;1320;58
03:00;6.8;42;44;107;81;3;1040;46
04:00;6.8;51;37;125;95;2;1330;54
05:00;7.7;47;28;121;90;3;1270;51
06:00;6.5;35;28;90;68;1;950;36
07:00;4.7;30;25;65;49;2;640;32
08:00;3.3;28;18;50;37;2;580;30
09:00;2.9;24;18;50;38;3;540;29
10:00;2.9;23;19;52;39;5;520;29
11:00;2.9;19;19;46;34;5;480;25
12:00;3;16;19;43;29;4;420;23
13:00;2.3;17;21;39;25;5;440;24
14:00;2;16;16;43;28;5;450;23
15:00;2;18;12;45;31;5;440;24
16:00;2.1;27;17;38;28;6;450;36
17:00;2.1;27;14;38;28;4;430;32
18:00;2.1;29;17;38;28;4;420;35
19:00;2.3;31;18;41;31;3;;36
20:00;2.9;30;19;53;40;4;450;35
21:00;4.8;30;16;79;60;4;630;36
22:00;6.1;34;21;99;76;7;870;44
23:00;6.2;35;31;98;75;5;830;41
