CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.3;33;5;29;1;340;34
01:00;0;28;5;46;1;290;29
02:00;3.6;37;5;80;53;860;118
03:00;4.6;30;4;83;35;680;83
04:00;7.1;29;4;67;19;630;57
05:00;6.9;;;56;;;
06:00;7.3;41;3;79;54;810;123
07:00;8;39;2;90;5;510;46
08:00;8.3;29;2;113;3;290;35
09:00;3.5;17;3;90;2;230;21
10:00;0;10;2;62;1;210;12
11:00;0;12;2;41;1;220;13
12:00;0;14;3;35;2;230;16
13:00;0;16;2;32;4;250;24
14:00;0;16;3;34;5;300;24
15:00;0;23;11;24;6;320;32
16:00;0;25;35;49;5;290;34
17:00;0;18;12;42;3;360;24
18:00;0;21;6;25;3;360;25
19:00;0;21;5;37;2;320;25
20:00;0;27;4;51;2;380;31
21:00;0;33;4;36;3;430;37
22:00;0;30;4;29;2;420;34
23:00;0.2;28;5;28;2;;30
