CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;37;10;211;141;76;2310;153
01:00;38;7;178;126;40;2040;98
02:00;27;8;109;80;4;800;32
03:00;14;7;63;45;2;420;17
04:00;12;7;44;30;2;310;14
05:00;12;8;43;30;1;310;14
06:00;20;6;48;28;5;340;28
07:00;54;5;116;52;40;790;115
08:00;53;8;111;60;50;920;129
09:00;44;13;108;55;16;900;68
10:00;40;15;86;44;13;820;60
11:00;36;23;42;18;10;510;51
12:00;36;33;31;12;13;340;55
13:00;30;23;30;11;10;300;46
14:00;29;14;33;15;8;;40
15:00;28;10;33;15;6;400;37
16:00;33;25;32;13;5;340;40
17:00;32;15;52;17;4;440;39
18:00;55;8;100;35;16;640;78
19:00;73;8;217;68;105;1130;232
20:00;68;7;184;89;110;1510;236
21:00;60;10;216;119;121;1850;244
22:00;50;11;254;152;125;2400;240
23:00;41;11;241;151;117;2460;219
