CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2;26;3;21;13;5;510;32
01:00;2.3;27;2;21;14;3;470;32
02:00;1.1;16;5;31;18;1;750;17
03:00;0.9;16;8;35;21;1;980;16
04:00;0.6;12;5;32;20;0;960;12
05:00;0.6;17;5;31;20;2;1230;19
06:00;1.1;12;4;30;19;2;1270;15
07:00;1.5;11;5;34;21;4;1000;16
08:00;1.7;13;5;25;14;3;320;17
09:00;1.8;17;15;37;17;4;730;23
10:00;1.5;21;20;30;15;8;670;33
11:00;1.5;5;6;14;7;1;270;5
12:00;1.2;3;4;12;6;0;250;3
13:00;1.1;3;3;12;6;0;250;3
14:00;1.1;2;2;12;6;0;250;3
15:00;1.4;4;4;13;6;0;290;4
16:00;1.4;13;4;16;7;2;340;16
17:00;1.4;4;4;14;7;0;280;4
18:00;1.4;15;4;15;7;3;310;19
19:00;2.3;34;3;15;7;4;400;39
20:00;2.3;40;2;16;9;4;430;46
21:00;1.8;29;3;35;23;3;510;33
22:00;2.7;24;4;45;31;2;510;26
23:00;2.2;32;3;27;18;5;540;40
