CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;31;5;68;46;9;480;43
01:00;32;5;92;57;9;820;45
02:00;31;4;92;57;5;790;38
03:00;12;4;57;39;2;280;15
04:00;18;5;57;39;5;450;24
05:00;18;5;52;35;4;320;24
06:00;16;3;51;35;2;240;19
07:00;20;4;64;41;7;560;31
08:00;28;7;85;55;26;680;67
09:00;34;23;133;87;49;1460;108
10:00;42;53;159;93;81;1910;165
11:00;40;40;103;58;39;1450;98
12:00;17;12;48;25;4;210;23
13:00;32;26;75;37;7;840;42
14:00;22;19;61;30;4;620;27
15:00;8;9;38;16;1;200;9
16:00;7;9;31;13;0;150;7
17:00;8;8;33;15;0;200;8
18:00;10;6;35;17;1;220;11
19:00;15;6;44;22;1;230;16
20:00;18;5;55;30;2;260;21
21:00;26;6;58;35;3;350;29
22:00;46;5;96;64;37;1320;100
23:00;;;89;60;;;
