CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;15;3;35;20;1;890;17
01:00;22;4;58;28;2;890;24
02:00;8;2;10;5;1;350;9
03:00;8;2;9;4;1;340;9
04:00;6;2;9;4;0;320;7
05:00;6;2;6;3;0;330;7
06:00;6;2;3;3;0;310;7
07:00;5;1;3;3;0;330;6
08:00;8;3;6;3;1;500;10
09:00;15;8;26;11;6;660;23
10:00;12;9;24;6;5;600;19
11:00;10;8;21;4;4;550;15
12:00;11;14;24;7;4;540;18
13:00;10;15;17;5;3;490;15
14:00;10;12;17;6;2;410;13
15:00;10;11;22;8;2;460;13
16:00;12;12;30;13;2;440;16
17:00;14;13;32;13;2;;17
18:00;17;13;40;18;2;500;20
19:00;19;14;35;14;1;540;21
20:00;18;10;33;11;1;660;19
21:00;23;4;21;9;2;460;27
22:00;32;2;36;19;7;500;43
23:00;24;2;61;40;4;590;29
