CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;4.5;58;22;149;8;840;71
01:00;3.5;39;21;99;3;670;44
02:00;0.5;14;7;20;1;380;15
03:00;0;18;9;47;2;350;21
04:00;0;18;9;109;2;360;22
05:00;0.1;36;12;60;7;500;48
06:00;1;56;12;32;25;840;94
07:00;1.6;;13;23;;1080;
08:00;2;;29;25;;830;
09:00;2;49;38;63;19;780;79
10:00;2;32;34;91;12;;52
11:00;1.5;25;22;91;8;460;38
12:00;1;21;25;39;6;340;30
13:00;1;22;15;26;6;380;31
14:00;1;25;10;26;10;450;41
15:00;1;20;10;78;8;360;32
16:00;0.1;33;12;43;11;560;49
17:00;1;43;20;78;17;700;70
18:00;1;42;22;47;11;610;60
19:00;1;59;17;33;17;650;85
20:00;1.6;59;15;77;13;690;80
21:00;2.1;84;18;102;47;1080;156
22:00;4.1;82;26;119;37;1210;139
23:00;5;78;29;141;24;1180;116
