CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;3.1;26;3;66;46;0;680;26
01:00;2.8;25;3;77;44;1;650;25
02:00;0.4;8;3;26;18;0;510;9
03:00;0.4;8;4;26;18;1;460;9
04:00;0.4;8;3;26;18;0;400;8
05:00;0.4;12;4;27;19;1;400;14
06:00;0.4;21;3;32;19;3;480;26
07:00;1.1;31;2;36;21;10;600;46
08:00;0.8;27;3;39;22;7;570;37
09:00;1.1;24;2;42;23;6;560;33
10:00;1.4;21;2;33;19;6;530;29
11:00;0.4;19;2;30;19;4;500;24
12:00;0.4;23;2;37;21;7;530;34
13:00;0.4;22;3;37;21;7;580;32
14:00;0.4;;;39;21;;;
15:00;0.4;21;2;42;24;4;430;28
16:00;0.8;29;2;50;28;5;490;36
17:00;0.7;30;3;58;31;4;520;35
18:00;0.4;35;3;62;35;5;560;42
19:00;2;36;3;64;38;7;610;46
20:00;2.2;42;3;59;35;7;590;52
21:00;2.7;40;3;64;40;4;640;46
22:00;3.7;36;3;80;53;2;;37
23:00;4;31;3;77;53;1;740;31
