CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1;8;8;37;2;280;9
01:00;0;7;7;31;2;250;8
02:00;6.6;51;30;96;4;1620;58
03:00;30.6;43;31;151;7;1460;54
04:00;21.5;48;29;96;3;1540;54
05:00;29.9;42;25;174;1;1440;45
06:00;24.9;;;125;;;
07:00;15.4;17;14;80;2;680;20
08:00;2.6;17;13;65;3;640;22
09:00;3.1;18;16;56;5;750;25
10:00;7.9;13;11;55;3;;16
11:00;1.5;11;9;31;2;640;13
12:00;1.5;11;10;35;2;530;13
13:00;1;11;17;19;4;540;16
14:00;1;27;56;23;8;500;38
15:00;1;21;14;34;7;530;31
16:00;1;24;19;29;6;570;33
17:00;1;30;48;28;4;540;36
18:00;1.5;30;14;85;4;590;35
19:00;1.5;28;9;41;8;490;39
20:00;1;43;10;27;7;630;53
21:00;1.1;40;12;21;4;600;45
22:00;1.5;47;9;45;12;700;66
23:00;1.5;27;9;54;3;500;30
