CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;1.85809;23.7334;3.58417;20.6427;14.8163;3.41747;368.269;345.435;28.9915
01:00;1.16884;15.8667;3.92111;22.512;16.803;2.58233;382.352;355.821;19.8309
02:00;5.88681;27.6737;3.76668;59.7362;42.0688;26.5569;762.051;892.928;68.4173
03:00;6.26695;17.776;3.61816;107.002;77.0162;30.176;950.06;977.288;64.0685
04:00;4.14861;12.0259;3.98761;97.5211;70.2583;31.5723;915.41;1027.77;60.4551
05:00;0.774494;13.1854;3.59969;56.1957;40.6095;18.7473;715.503;993.619;41.9431
06:00;4.52957;11.8484;3.51398;51.1635;35.8716;27.4863;664.234;891.268;54.0167
07:00;5.95954;25.8074;3.70239;47.603;33.0482;38.1783;636.979;847.528;84.3846
08:00;6.19592;37.3067;3.68688;45.4184;31.5449;25.0713;687.776;787.984;75.7585
09:00;1.44089;50.5532;4.91934;26.8259;17.2273;17.2103;604.767;742.097;76.9541
10:00;0.859789;31.5794;4.49227;25.5443;14.0181;9.77752;474.669;706.175;46.5699
11:00;0.35855;18.8287;5.4314;14.4709;10.4809;4.32155;370.615;633.744;25.4572
12:00;;15.8503;6.8582;12.1654;8.64369;2.98622;360.217;564.345;20.4351
13:00;;6.32193;5.7277;10.1254;7.25203;1.44825;249.128;506.048;8.54367
14:00;;6.96863;8.4076;11.5252;7.45823;1.2179;265.386;456.192;8.83328
15:00;2.9076;11.1746;6.0521;10.4411;7.37477;1.82789;269.266;410.228;13.9745
16:00;4.39863;8.46077;5.7366;12.1427;7.99067;1.17218;280.774;359.353;10.2563
17:00;1.91094;11.4371;5.4639;30.4614;10.8967;2.11124;299.271;321.166;14.686
18:00;4.19211;18.1034;5.2578;13.5151;9.47774;2.52864;305.99;300.081;21.9841
19:00;1.70979;17.8812;5.2526;12.8446;9.41873;1.92869;284.149;289.273;20.8485
20:00;0.64462;23.0602;4.92378;17.3829;10.1788;2.49954;297.715;281.46;26.8893
21:00;1.73801;18.6953;4.39769;21.3709;12.2357;2.54284;343.619;293.271;22.6048
22:00;1.11012;25.7681;3.68983;17.4555;13.362;3.96407;416.745;312.191;31.8488
23:00;3.49117;33.8176;3.59304;19.209;14.6313;5.91875;447.725;334.498;42.9091
