CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;4.5;21;27;84;65;3;710;737.5;26
01:00;24.7;38;30;286;222;102;3040;;194
02:00;25.2;40;26;267;208;113;3090;;213
03:00;24.9;42;30;254;200;99;2930;;193
04:00;24.2;43;30;230;181;94;2740;;186
05:00;23.1;43;30;207;164;69;2440;;148
06:00;21.3;39;23;180;143;51;2080;;117
07:00;19;40;22;157;124;40;1830;;101
08:00;16.6;39;23;140;111;25;1580;;77
09:00;15;38;22;150;118;38;1700;;96
10:00;14.5;46;26;133;101;60;1570;;137
11:00;12.3;46;22;85;64;41;980;;108
12:00;10.2;49;21;91;66;35;980;;103
13:00;8.8;55;26;101;70;37;1000;;111
14:00;8;51;22;93;64;24;890;;87
15:00;7.3;52;28;101;68;23;930;;87
16:00;7.1;53;24;107;71;18;910;;81
17:00;6.8;52;28;110;77;16;920;;76
18:00;6.8;49;30;113;77;15;890;;71
19:00;6.5;37;27;98;66;10;770;;52
20:00;6;28;25;76;53;8;620;;39
21:00;5.4;28;27;85;59;7;680;;38
22:00;5;27;27;83;59;6;660;;36
23:00;4.7;20;26;76;59;4;650;;26
